Pathway name,Enrichment score,Normalized enrichment score,p-value,q-value,Description,Driving genes
GOMF_SIGNALING_RECEPTOR_REGULATOR_ACTIVITY,-0.41091033602447963,-1.4602495151828667,1.999960000799984e-5,0.004253605022390778,Binds to and modulates the activity of a receptor. [GOC:ceb],PATE4;VGF;TNFSF14;PXDN;CCL20;CSPG5;FGF5;TAFA5;SHH;SEMA6B;THPO;WNT11;IL6;THBS4;FNDC5;IFNK;CTF1;WFIKKN1;FLRT2;INSL4;IL20;SEMA5B;PRKCE;LEP;STC2;ADM2;EPHA7;LEFTY2;APOA1;INHBE;FGF14;ARTN;WNT10B;IL32;CGB7;CXCL8;APELA;GREM2;PDYN;CSF1;TGFB3;KL;IL13;ERFE;FGF18;GNRH2;TNFSF18;PATE1;WFIKKN2;INSL3;CCN6;IGSF1;INHBC;FGF22;LHB;CCL2;PGF;CHGB;FGF13;CALCB;PCSK9;TG;CCL3L3;BMP6;BMP4;AMH;CMTM5;SEMA6D;WNT8B;CCL24;TAL1;IGF2;CSF3;BMP5;PDGFB;IL12A;CCL25;NRG3;CD320;BMP8B;WNT7A;INHBA;PENK;IL11;ANGPTL3;CNTF;WNT16;CLEC12B;EFNA5;GDF5;TNFSF15;BMP15;IL12B;WNT6;TNFSF8;NPPA;IL1A;BDNF;GDNF;GAS6;TAFA2;FGF23;F2;ADIPOQ;PDGFC;GPHA2;TDGF1;CCL22;GDF11;SFRP2;CCL8;AGT;IL36B;WNT10A;FGF17;CALCA;APLN;IL27;DKK2;TNFSF4;FBN1;LEFTY1;OSM;C17orf99;WNT1;CCL21;WNT8A;IFNA1;EDA;TNFSF11;CXCL5;IL15;SPX;DKK3;HAMP;IL1B;ANGPT4;NRG2;WNT3A
GOCC_POSTSYNAPTIC_MEMBRANE,-0.47488293331493514,-1.660906869826267,2.0002400288034563e-05,0.004253605022390778,A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane. [ISBN:0198506732],CHRM1;SHISA7;HTR2A;LHFPL4;KCNB1;CSPG5;CHRNA2;CLSTN2;ITGB3;CHRM5;IGSF21;CDH2;FXYD6;SLC6A1;ADCY1;GRID2;CHRNB4;GABRB1;CHRM4;NTRK3;EPHA7;CACNG4;GRIN2B;GRM1;ADORA1;DDN;KCTD16;GRIK5;FAIM2;DRD1;ANK2;CACNG8;KCNA1;GRM3;IGSF9B;FARP1;CHRNB2;P2RX6;KCNMA1;GRIN2C;DCC;GABRD;ADRA1A;TENM2;GABRA4;DLG4;SORCS2;LRFN5;LRRTM1;SHISA9;SHANK1;ADORA2A;GABRG2;KCNJ4;CBLN1;LRRC4B;GRIN2D;PLPPR4;CNIH2;SHISA6;KCNC1;SHC4;LRRTM4;ATP2B2;GRIA3;PCDH8;P2RX1;SHISA8;KCNH1;GABRB2;ZC4H2;GRIA1;GRIK4;GRID1;GSG1L;SYNDIG1;CNTN2;KCNC2;LRRC4C;OPRD1;PTPRO;NRCAM;CHRM3;PCDH17;GRIK3;GABBR2;LRRTM3;GRIN1;CHRNA10;CHRND;GRIN3A;LRFN2;GRM2;NETO1;CHRNA5;DNM3;LIN7A;MAGEE1;FBXO45;RPH3A;DGKB;EFNB3;GRIK1;ADAM22;NLGN3
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,-0.576045626397585,-2.0005826509915905,2.0006001800540163e-5,0.004253605022390778,"The series of events involved in sensory perception in which a sensory stimulus is received and converted into a molecular signal. [GOC:ai, GOC:dos, GOC:dph]",LPO;OR6A2;OR7G2;OR4D1;HTR2A;SCN1A;HPN;OR9A4;OR13H1;OR9I1;OR7D2;CNGB1;OR1L1;OR8G1;OR5A1;CRB1;OR2D3;RTP2;SEMA5B;COL11A1;OR5K1;KCNK4;ADORA1;OR1N2;OR3A3;OR1Q1;OR2W3;CA6;PRDM12;OR6J1;OR2AG2;OR13D1;OR10A2;TMC2;OR1F2P;PHF24;KCNA1;OR2L3;GUCY2F;OR1M1;OR10V1;OR9Q2;TAS2R38;OR56A4;OR5AU1;ASIC2;OR2B11;OR1A1;OR5H14;NTSR1;PDZD7;OR2B6;LHFPL5;OR1I1;OR52W1;OPN4;OR2L2;TAS2R39;OR13G1;OR51B2;EYS;OR56A1;OR1J1;OR52M1;OR1J4;OR10A5;SERPINE2;OR2W6P;OR6F1;OR52K1;OR1L8;SLC24A4;TAS2R4;OR2AK2;PIEZO2;OR2B2;OR51M1;TAS2R40;OR51B4;OR10D3;OR52B2;OR2M3;OR10H1;ASIC3;OR52K2;OR52I2;GRM6;OR52I1;BEST1;NTRK1;OR2D2;OR7C1;OR10H2;CALCA;OR51B6;OR13J1;PRPH2;OR1C1;CHRNA10;OR5B21;OR10H5;OR10A4;OR52N5;OR52D1;OR51I1;OR7A5;CACNA1F;OR51Q1;GNAT1;ATP8A2;OR10Z1;OR52A1;OR1D2;OR52N4
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,-0.48249249325773436,-1.6710674444346412,2.0009204233947616e-5,0.004253605022390778,"The series of events required for an organism to receive a sensory light stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process. [GOC:ai]",CLDN19;CABP1;CRYGN;MYO3B;CRB2;PRCD;COL2A1;CNGB1;CRB1;COL1A1;SEMA5B;MFRP;COL11A1;IMPG2;SLC24A2;PCARE;VAX2;MYO3A;NYX;RD3;NR2E1;COL18A1;NR2E3;GUCY2F;PDE6A;RCVRN;CHRNB2;CNGB3;PDE6G;CRYBA2;POU4F3;CNGA3;OPN4;GJA3;CRYBB3;EYS;LAMC3;GUCY2D;CRYBB2;SFRP5;TULP2;OPN1SW;PCDH15;VSX2;CDH23;RAX2;GJC1;GRM6;LAMB2;BEST1;GUCA1A;USH1G;PRPH2;MYO7A;DLL4;CABP4;RBP3;CNGA1;CACNA1F;GNAT1;ATP8A2;OPA3;CACNB2;RS1;KCNJ10;USH2A;FAM161A;RGS9BP;POU6F2;MIP;LRIT3;ZIC2;RRH;GNAT2;GLRA1;RORB;EML2;EFEMP1;RGS16;ABCA4;GRM8;MKKS
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,-0.512504327830336,-1.7639354174854582,2.002042082924583e-5,0.004253605022390778,The action of a molecule that contributes to the structural integrity of the extracellular matrix. [GOC:mah],COL22A1;ACAN;MEPE;PXDN;COL9A3;DSPP;COL2A1;MFAP5;COL1A1;COL11A1;IMPG2;PRG2;COL5A1;FGA;GP2;MARCOL;HMCN2;TECTB;MATN1;COL23A1;FN1;COL8A2;FMOD;COL16A1;ZPLD1;FBN3;COL25A1;THBS1;ENAM;COL18A1;MFAP2;PRG4;COL4A3;LTBP1;THSD4;COL6A5;FBLN2;MUC17;COL27A1;MUC3A;COL14A1;PODN;MMRN1;COL8A1;NID1;MATN3;ELN;AEBP1;EMILIN3;COL17A1;DPT;FRAS1;PRELP;EMILIN1;COL4A4;COL5A2;ADIPOQ;LAMB2;TECTA;COL19A1;FBN1;LAMC1;UMODL1;LTBP2;ZP1;COL1A2;VCAN;EMILIN2;COL4A2;COL7A1;MFGE8;COL28A1;COL6A1;COMP;ANOS1;COL4A6;MFAP4;MMRN2;COL12A1;THBS3;VTN;EFEMP1;LAMB4;COL9A1;COL13A1;COLQ;FBN2;PCOLCE;NID2;FBLN5;COL4A5;SPON1;ABI3BP;CTHRC1;COL6A2;EFEMP2;IMPG1;SBSPON;IGFBP7;FBLN1;ASPN
GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING,-0.506406863362933,-1.7366250624567083,2.0027638140634075e-5,0.004253605022390778,The transfer of information occurring at the level of a multicellular organism. [GOC:go_curators],CLDN19;OTOA;SCN1B;GJA5;SCN1A;SCN2A;CACNA1I;CHRM5;SLC8A2;SCN3B;SLC8A3;KCNE4;CACNA1G;KCNH2;CHRNB4;KCNA2;CACNG4;SCN11A;SCN2B;ATP1A2;SCN4A;CTNNA3;CASQ2;DRD1;HRC;ANK2;CACNG8;KCNA1;TNR;KCNA5;KCNE5;MTNR1B;KCNH6;KCNJ2;SCN5A;AVPR1A;SCN8A;SCN3A;GPR88;S1PR1;SPTBN4;ATP2B2;GHSR;PDE4D;NKX2-5;P2RX1;ATP1B2;TBX18;ATP2A1;GJC1;KCNN2;DMRT3;RYR2;HCN4;ATP1A3;SLC4A3;AGT;NRCAM;NTRK2
GOBP_AMINO_ACID_TRANSPORT,-0.49567925970524684,-1.6925486655993576,2.0040883402140367e-5,0.004253605022390778,"The directed movement of amino acids, organic acids containing one or more amino substituents, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]",SLC1A3;SLC36A2;SLC1A7;SLC36A3;SLC32A1;SLC6A1;SLC1A2;SLC7A10;LEP;GRM1;ADORA1;SLC22A2;SLC6A7;SLC17A8;ATP1A2;SLC6A12;SLC17A7;SLC38A11;SLC25A48;SLC25A47;SLC47A1;SLC7A14;GFAP;SLC6A15;NTSR1;SLC6A17;PDPN;SLC38A3;SV2A;ADORA2A;AVPR1A;SLC6A13;SLC38A8;SLC7A5;SLC43A1;SLC7A8;HTR1B;SLC7A1;SLC38A5;HRH3;SLC25A18;AGT;NTRK2;SLC16A10;CLN3;SLC7A5P1;SLC7A9;TRPC4;GRM2;SFXN5;TSPO2;SLC1A4;KCNJ10;SLC7A7
GOBP_SENSORY_PERCEPTION_OF_SMELL,-0.588766281678905,-2.0079515051227066,2.0044097013429547e-5,0.004253605022390778,"The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process. [GOC:ai]",OR6A2;OR7G2;OR4D1;OR9A4;OR13H1;OR9I1;SYT10;OR7D2;CNGB1;OR1L1;OR8G1;OR5A1;OR2D3;OR5K1;OR1N2;OR3A3;OR1Q1;OR2W3;OR6J1;OR2AG2;OR13D1;OR10A2;OR1F2P;OR2L3;OR1M1;OR10V1;OR9Q2;OR56A4;OR5AU1;OR2B11;OR1A1;OR5H14;OR2B6;OR1I1;OR52W1;BEST2;OR2L2;OR13G1;OR51B2;OR56A1;OR1J1;OR52M1;OR1J4;OR10A5;OR2W6P;OR6F1;OR52K1;OR1L8;SLC24A4;OR2AK2;OR2B2;OR51M1;OR51B4;OR10D3;OR52B2;OR2M3;OR10H1;OR52K2;OR52I2;OR52I1;OMP;OR2D2;OR7C1;OR10H2;ADCY3;OR51B6;OR13J1;OR1C1;OR5B21;OR10H5;OR10A4;OR52N5;OR52D1;OR51I1;OR7A5;OR51Q1;OR10Z1;OR52A1;OR1D2;OR52N4;OR6T1
GOBP_NEUROMUSCULAR_PROCESS,-0.4926312898077459,-1.6779616598555758,2.004690976885913e-5,0.004253605022390778,Any process pertaining to the functions of the nervous and muscular systems of an organism. [GOC:ai],SLC1A3;SCN1A;HOXA1;STAC2;SLC8A3;GRID2;ADCY5;POU4F2;TNNI1;SCN4A;DRD1;KCNA1;MYH7;NRXN1;TNR;JPH3;JPH4;GRIN2C;DLG4;POU4F3;KCNJ2;SHANK1;ADORA2A;IGDCC3;GRIN2D;CAV3;TNNI3;PENK;GPR88;EDNRA;PVALEF;FOXS1;TPP1;PCDH15;TNNT1;RBFOX1;ACTN3;RCSD1;CASQ1;CDH23;ATP2A1;FXN;ADARB1;USH1G;KBTBD13;MYO7A;CHRND;CLN3;GSTM2;GRIN3A;NKX6-2;CNTNAP1;DMPK;ATP8A2;TIFAB;MYH3
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,-0.5572935251091535,-1.883796202078932,2.0067829262908633e-5,0.004253605022390778,"Any process that modulates the potential difference across a post-synaptic membrane. [GOC:dph, GOC:ef]",CHRM1;MPP2;CHRNA2;SLC8A2;SLC8A3;P2RX2;GRID2;CHRNB4;GABRB1;TMEM108;RIMS2;GRIN2B;GRM1;ADORA1;GRIK5;KCNA1;NRXN1;CHRNB2;SEZ6;P2RX6;GRIN2C;GABRD;NTSR1;GABRA4;DLG4;P2RX5;SHANK1;ADORA2A;GABRG2;WNT7A;CBLN1;CELF4;GRIN2D;MAPK8IP2;GRIA3;P2RX1;GABRB2;GRIA1;GRIK4;GRID1;CUX2;GRIK3;GRIN1;CHRNA10;CHRND;P2RX4;GRIN3A;DMPK;NETO1;CHRNA5;STX1B;GRIK1;NLGN3;INSYN2A;CHRNG;CHRNE;GABRG3;GLRA1
GOMF_POTASSIUM_CHANNEL_ACTIVITY,-0.5847940085913467,-1.9730749701732773,2.0076692967134452e-5,0.004253605022390778,"Enables the facilitated diffusion of a potassium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. [GOC:BHF, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",KCNG1;KCNF1;KCNJ16;KCNT1;KCNB1;TRPM5;KCNE4;KCNK12;KCNH2;KCNA2;KCNK4;KCNK17;LRRC55;KCNJ11;GRIK5;KCNIP1;KCNJ12;KCNIP2;KCNQ4;KCNH7;KCNJ6;KCNA1;KCNA7;KCNA5;KCNMA1;KCNE5;KCNH6;KCNS1;KCNN3;KCNK10;KCNJ2;KCNMB1;KCNG4;KCNJ4;KCNA10;KCNC1;KCNIP3;KCNS2;ABCC8;KCNJ13;KCNH5;KCNH1;TMEM38B;KCNK3;KCNN2;KCNK15;KCNK9;GRIK4;HCN4;SNAP25;KCNJ1;KCNC2;KCNAB2;KCNK16;GRIK3;HCN2;ABCC9;CCT8L2;KCNQ3;KCNJ9
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE,-0.5825233018584796,-1.9576103438935768,2.0099694484643833e-5,0.004253605022390778,"The component of the postsynaptic membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]",CHRM1;SHISA7;HTR2A;CSPG5;CLSTN2;CDH2;FXYD6;SLC6A1;ADCY1;GRID2;NTRK3;EPHA7;CACNG4;ADORA1;GRIK5;DRD1;KCNA1;GRM3;CHRNB2;P2RX6;DCC;GABRD;ADRA1A;GABRA4;DLG4;LRFN5;LRRTM1;SHISA9;ADORA2A;GABRG2;LRRC4B;GRIN2D;PLPPR4;CNIH2;SHISA6;KCNC1;ATP2B2;PCDH8;P2RX1;GABRB2;GRIA1;GRIK4;GRID1;GSG1L;CNTN2;LRRC4C;OPRD1;PTPRO;NRCAM;PCDH17;LRRTM3;CHRNA10;CHRND;GRIN3A;LRFN2;GRM2;NETO1
GOBP_AMINE_TRANSPORT,-0.5403550979008408,-1.787758826756428,2.020120399175791e-5,0.004253605022390778,"The directed movement of amines, including polyamines, organic compounds containing one or more amino groups, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai, ISBN:0198506732]",SYT6;HTR2A;ADORA3;KCNB1;SYT10;ADRA2B;SLC6A1;SYT13;LEP;KCNA2;ADORA1;SLC22A2;ATP1A2;SYT11;DRD1;CHRNB2;NTSR1;RAB3B;SLC38A3;SV2A;ADORA2A;AVPR1A;TACR2;SLC43A1;HTR1B;GHSR;HRH3;SYT12;SYT5;SYT2;ADRA2C;SYT9;SYT3;GDNF;AGT;AQP9
GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,-0.5853870879266234,-1.9350812546882659,2.02077355211575e-5,0.004253605022390778,"Combining with a neurotransmitter and transmitting the signal to initiate a change in cell activity. [GOC:jl, GOC:signaling]",CHRM1;HTR2A;CHRNA2;HTR1F;CHRM5;HTR4;GRID2;CHRNB4;GABRB1;CHRM4;GRIN2B;GRM1;ADORA1;GRIK5;DRD1;HTR3E;CHRNB2;GRIN2C;GABRD;GABRA4;GABRG2;GRIN2D;HTR1B;GRIA3;HRH3;GABRB2;OR10H1;HRH2;GRIA1;GRIK4;GRID1;HRH4;HTR1D;OR10H2;CHRM3;GRIK3;GRIN1;CHRNA10;CHRND;OR10H5;GRIN3A;CHRNA5;OR6T1;GRIK1;CHRNG;HTR6;CHRNE;GABRG3;GLRA1
GOBP_SPINAL_CORD_DEVELOPMENT,-0.5231005716301572,-1.7276885428805875,2.021386266701704e-5,0.004253605022390778,"The process whose specific outcome is the progression of the spinal cord over time, from its formation to the mature structure. The spinal cord primarily conducts sensory and motor nerve impulses between the brain and the peripheral nervous tissues. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",OLIG2;DRAXIN;DAAM2;SHH;PHOX2A;FOXB1;CHRD;MDGA1;NOG;VIT;SOX12;LBX1;PROX1;SMO;SOX6;PHGDH;ACTL6B;DCC;SLIT1;TAL1;DRGX;NEUROG3;SOX11;FOXN4;GDNF;ZC4H2;GDF11;DMRT3;TBX20;ADARB1;GLI3;INTU;WNT1;DLL4
GOCC_COLLAGEN_TRIMER,-0.55490591646534,-1.8327347478634453,2.021386266701704e-5,0.004253605022390778,"A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures. [GOC:dos, GOC:mah, ISBN:0721639976, PMID:19693541, PMID:21421911]",COL22A1;C1QTNF1;COL9A3;COL2A1;COL1A1;COL11A1;MARCO;C1QTNF2;FCN3;COL5A1;COL23A1;COLEC12;COL8A2;COL16A1;COL25A1;SFTPA1;COL18A1;COL4A3;C1QTNF6;COL6A5;COL27A1;COL14A1;COL8A1;COL20A1;COL17A1;EMILIN1;COL4A4;COL5A2;ADIPOQ;EMID1;COL19A1;COL1A2;CCBE1;EMILIN2;COL4A2;EDA;C1QTNF7;COL7A1;SFTPA2;COL28A1;C1QTNF9B;COL6A1;C1QL2;FCN1;COL4A6;COL12A1;C1QTNF9;COL9A1;COL13A1;COLQ;SCARA3;GLDN;COL4A5
GOCC_GOLGI_LUMEN,-0.5311215881693755,-1.7503632957338684,2.0229401412012217e-5,0.004253605022390778,"The volume enclosed by the membranes of any cisterna or subcompartment of the Golgi apparatus, including the cis- and trans-Golgi networks. [GOC:mah]",MUC19;ACAN;CSPG5;MUC12;F7;RAB33B;GPC2;FMOD;MUC17;LHB;MUC7;MUC3A;PDGFB;SDC3;WNT7A;MUC5B;F10;GPC5;WNT6;PRELP;SOD3;GPC6;GAS6;FGF23;F2;PCSK6;ZG16;NCAN;BCAN;GPC4;VCAN;WNT1;PROZ
GOBP_TRANSMISSION_OF_NERVE_IMPULSE,-0.57501061690258,-1.8558525315452175,2.0397340186839637e-5,0.004253605022390778,"The neurological system process in which a signal is transmitted through the nervous system by a combination of action potential propagation and synaptic transmission. [GOC:curators, ISBN:0815316194]",CLDN19;OTOA;SCN1B;SCN1A;SCN2A;CACNA1I;CHRM5;CACNA1G;CHRNB4;KCNA2;CACNG4;SCN11A;SCN4A;DRD1;CACNG8;KCNA1;TNR;MTNR1B;SCN5A;AVPR1A;SCN8A;SCN3A;GPR88;S1PR1;SPTBN4;GHSR;P2RX1;DMRT3;AGT;NRCAM;NTRK2
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER,-0.62678994536101,-1.9715698517204223,2.0660730150203508e-5,0.004253605022390778,"The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand, where the pathway proceeds with activation or inhibition of a nucleotide cyclase activity and a subsequent change in the concentration of a cyclic nucleotide. [GOC:mah, GOC:signaling, ISBN:0815316194]",CHRM1;HTR2A;SSTR1;HTR1F;CHRM5;SSTR4;HTR4;CHRM4;SSTR2;DRD1;CCL2;MTNR1B;NPY1R;XCR1;SSTR5;SSTR3;HTR1B;MC5R;HRH3;GALR3;OR10H1;HRH2;OPRD1;HRH4;AGT;HTR1D;OR10H2;CHRM3;PTGIR;LPAR3;OR10H5;TSHR;OR6T1;ADRB3
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE,-0.6411194689250399,-1.977070476118489,2.0868984515213488e-5,0.004253605022390778,"Any process that an organism uses to control its balance, the orientation of the organism (or the head of the organism) in relation to the source of gravity. In humans and animals, balance is perceived through visual cues, the labyrinth system of the inner ears and information from skin pressure receptors and muscle and joint receptors. [GOC:ai, GOC:dph]",SLC1A3;ADCY5;POU4F2;NRXN1;TNR;JPH3;JPH4;GRIN2C;DLG4;POU4F3;SHANK1;IGDCC3;GPR88;FOXS1;TPP1;PCDH15;RBFOX1;CDH23;USH1G;MYO7A;CLN3;NKX6-2;CNTNAP1;TIFAB;RAC3
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX,-0.6557936145452099,-2.0039342354372875,2.0977113968660192e-5,0.004253605022390778,Any protein complex that is capable of functioning as a neurotransmitter receptor. [GOC:dos],SHISA7;GRID2;VWC2L;CACNG4;GRIN2B;CPT1C;GRIK5;HTR3E;CACNG8;GRIN2C;DLG4;SHISA9;GRIN2D;CNIH2;SHISA6;GRIA3;SHISA8;OLFM3;GRIA1;GRIK4;GRIK3;GRIN1;GRIN3A
GOCC_DENDRITE_MEMBRANE,-0.6605723810013809,-1.9861536384641167,2.1173431578055857e-5,0.004253605022390778,The portion of the plasma membrane surrounding a dendrite. [GOC:mah],SHISA7;MPP2;KCNB1;SLC12A5;DDN;THY1;GABRA4;SGCE;SHISA9;GABRG2;SHISA6;KCNC1;HPCA;ATP2B2;SHISA8;GRIA1;KCNC2;OPRD1;LAMP5;ITGA8
GOMF_NEUROPEPTIDE_RECEPTOR_ACTIVITY,-0.7208489347581497,-2.1260830933242474,2.142658181740267e-5,0.004253605022390778,Combining with a neuropeptide to initiate a change in cell activity. [GOC:ai],GPR83;SSTR1;SORCS1;SSTR4;TACR1;QRFPR;PRLHR;SSTR2;GRPR;MCHR1;NTSR1;SORCS2;NPY1R;NMUR1;SSTR5;TACR2;SSTR3;KISS1R;NMUR2;GALR3;PROKR1;NPFFR1;NMBR
GOCC_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX,-0.7603890638282128,-1.9927933953733203,2.300225422091365e-5,0.004506323198620833,A sodium channel in a cell membrane whose opening is governed by the membrane potential. [ISBN:0198506732],SCN1B;SCN1A;SCN2A;CACNA1I;SCN3B;CACNA1G;SCN11A;SCN2B;SCN4A;SCN5A;SCN8A;SCN3A
GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION,-0.9018347769148521,-1.9300793906973717,2.6008478764077088e-5,0.005029094030108361,"Any process that modulates the establishment or extent of a membrane potential in the depolarizing direction away from the resting potential in an atrial cardiomyocyte. [GOC:dph, GOC:tb]",SCN1B;GJA5;SCN3B;CACNA1G;SCN2B;SCN5A
GOBP_SENSORY_ORGAN_DEVELOPMENT,-0.37926915569221076,-1.3556528239130998,3.999920001599968e-5,0.007340152393572967,"The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure. [GOC:go_curators]",CYP1A1;IHH;SMARCD3;CRYGN;LGR5;HPN;MYO3B;HOXA1;CYP1B1;SHH;ADAMTS18;CRB2;COL2A1;IGFN1;MFAP5;TBX3;HOXA2;CRB1;NOG;MFRP;SPRY2;COL11A1;NKX3-2;ESRRB;NTRK3;IMPG2;POU4F2;COL5A1;SPRY1;WNT10B;DLX2;SLC17A8;PROX1;VAX2;MYO3A;RD3;COL8A2;SLC17A7;THY1;KCNQ4;NR2E1;TGFB3;NR2E3;MFAP2;MEIS3;TMEM132E;MYO15A;PDE6A;TTC39C;TFAP2B;HOXA13;SDK2;GRXCR2;ACVR2B;SMOC1;PDZD7;ACHE;MTNR1B;CRYBA2;POU4F3;LHFPL5;LHX2;TGIF2;OPN4;SPRED3;SLC39A5;CRYBB3;ROR1;BMP6;COL8A1;BMP4;BMP5;SOX8;JMJD6;WNT7A;OTOP1;CELF4;LAMC3;INHBA;TENM3;PLPPR4;BNC2;CNTF;WNT16;MAB21L1;ANGPTL7;EDNRA;FLT1;CRYBB2;DLX6;HPCA;WNT6;DCHS1;PAX8;ATP2B2;PCDH15;SOX11;FOXN4;GSC;ATP6V1B1;TBX18;OLFM3;COL5A2;CDH23;GABRB2;KCNK3;CYP26B1;MTERF4;GRM6;LAMB2;GDF11;SIX5;TBX2;FOXF2;FOXI1;USH1G;ROR2;NTRK2;GLI3;WNT10A;RHOJ;MPV17;CDK20;PRPH2;FBN1;UNC45B;SMG9;MYO7B;ARHGEF15;ITGA8;INTU;FJX1;FOXE3;CHRNA10;WNT1;MYO7A;DLL4;OSR1;PKNOX1;NES;VSTM4;NPHP4;CABP4;BMPR1B;WNT3A;GNAT1;BCL2;ATP8A2;TIFAB;CHRDL1;LIN7A;CPAMD8;ALDH1A2;SALL2;PITX3;EDN1;RS1;MAB21L2
GOCC_ANCHORED_COMPONENT_OF_MEMBRANE,-0.45518683007329935,-1.5614555341669254,4.005607850991388e-5,0.007340152393572967,"The component of a membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping. [GOC:dos, GOC:mah]",OTOA;RGMA;PKHD1;GAS1;HJV;IGSF21;PRSS42P;PRSS21;MDGA1;NEGR1;PRMT8;GPC2;NTM;GP2;GFRA1;TECTB;MELTF;THY1;SYN1;RTN4RL2;GFRA3;RTBDN;NCAM1;RTN4RL1;CA4;ALPP;ART3;DLG4;ACHE;OPCML;ENPP6;NRN1;RAB3B;CNTN4;CD48;NTNG2;CDH13;GPC5;GFRA2;EFNA5;ALPI;ART4;GPC6;NOD2;TDGF1;TREH;DPEP3;PRSS41;CNTN2;TECTA;BCAN;GPIHBP1;GPC4
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,-0.5140830364954293,-1.7008380040287958,4.040240798351582e-5,0.007340152393572967,"The vesicular release of glutamate from a presynapse, across a chemical synapse, the subsequent activation of glutamate receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse. [GOC:dos]",HTR2A;CDH2;GRID2;CACNG4;GRM1;ADORA1;SLC17A8;ATP1A2;GRIK5;SLC17A7;DRD1;CACNG8;NRXN1;GRM3;DGKI;TNR;UNC13A;CCL2;ADORA2A;GRIN2D;PLPPR4;CNIH2;MAPK8IP2;HTR1B;SERPINE2;P2RX1;GRM6;GRIK4;GRID1;NTRK1;ROR2;GRIK3;CLN3;GRM4;NAPB;GRM2;SLC1A4;GRIK1;NLGN3;DISC1;CCR2;PTGS2;GRM8;OXTR;TSHZ3;PRKN;PLA2G6;EXT1;NLGN1;GRM7
GOBP_MONOAMINE_TRANSPORT,-0.542125626944069,-1.7603995355536293,4.068927634122027e-5,0.007340152393572967,"The directed movement of monoamines, organic compounds that contain one amino group that is connected to an aromatic ring by an ethylene group (-CH2-CH2-), into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:mah]",SYT6;HTR2A;ADORA3;KCNB1;ITGB3;SYT10;CHRM5;ADRA2B;SYT13;KCNA2;SLC22A2;SYT11;DRD1;CHRNB2;RAB3B;ADORA2A;HTR1B;GHSR;HRH3;SYT12;SYT5;SYT2;ADRA2C;SYT9;SYT3;P2RX1;GDNF;SLC29A4
HP_COMPLEX_FEBRILE_SEIZURE,-0.7429177899117608,-1.919408659672435,4.634135038695028e-5,0.008096520926752289,Complex febrile seizure,SCN1B;CACNA1A;SCN1A;SCN2A;PDE2A;ATP1A2;ADORA2A;GABRG2;SCN8A
